time,x,y,z
0.0,-0.04149639010062044,0.03021111411791272,-0.04565924768651698
0.01001001001001001,-0.011850705237423025,0.07799153790629403,0.36786733790838894
0.02002002002002002,0.04720209145914915,-0.027442229004195285,0.4087682876079365
0.03003003003003003,0.03812060201952974,0.021135811292464283,0.3228865065108129
0.04004004004004004,0.006013002352422865,-0.035776566323236114,0.17725489071618894
0.050050050050050046,-0.0051848637197779174,-0.043651265844646236,-0.20801510105002335
0.06006006006006006,-0.01958067953449859,0.03145850462647584,-0.3634859204227392
0.07007007007007007,-0.062340803694961755,0.034553986756310606,-0.41762725232151987
0.08008008008008008,-0.039871202702226126,-0.07126975271615577,-0.15465065537502098
0.09009009009009009,0.10331557946668429,-0.011190719636815909,0.29960752672718244
0.10010010010010009,-0.02950488646829468,0.00689532654750648,0.5264460051192602
0.11011011011011011,-0.03126609766734815,-0.02057454288586871,0.43043830912296976
0.12012012012012012,0.014960976031382002,0.025303207649971765,0.2593246002279262
0.13013013013013014,0.08348124391661649,0.007747600070755588,-0.04518510401198553
0.14014014014014015,0.10752951235041236,0.08260253992496734,-0.2292283029936756
0.15015015015015015,-0.04055913877618614,0.041693077768641805,-0.22355423008334235
0.16016016016016016,-0.014153862515585272,-0.005684849969543436,-0.12679339797797023
0.17017017017017017,0.03697395738509232,0.035567191561076426,0.0049258405588040455
0.18018018018018017,0.023414668355038346,0.031748385841452904,0.5301719439048912
0.19019019019019018,0.00023545749059228306,0.03416834396243003,0.271751171673905
0.20020020020020018,0.01630941298856125,0.05706550342120932,0.3566889604507585
0.21021021021021022,0.03908603035255426,0.01504123487548778,-0.15076358447303692
0.22022022022022023,0.022141119587755782,-0.06620539086542039,-0.30434417213909615
0.23023023023023023,0.022529542092507935,0.07385619970778963,-0.3777200722570845
0.24024024024024024,0.03772658136449203,0.1090632509737777,-0.4974826925232514
0.2502502502502503,-0.04033354437345646,-0.07905756340010606,0.03275024813308263
0.2602602602602603,0.09745664964092851,-0.07168673235996907,0.2723368045586179
0.2702702702702703,0.02740294049122043,0.038011641660643,0.5290912530138142
0.2802802802802803,0.014099820413556494,0.03644643012172442,0.1966142400058409
0.2902902902902903,-0.059356666045841826,0.07634019619744928,-0.08033963123913374
0.3003003003003003,0.05380012653346458,0.04663029983251694,-0.28343803208946355
0.3103103103103103,-0.00282505924328258,-0.08036141668246927,-0.4055337646430302
0.3203203203203203,-0.022941201953662733,0.0230583998975161,-0.33680129496408073
0.3303303303303303,-0.053238301438432126,-0.03475600733890762,-0.2807033972432574
0.34034034034034033,-0.03246671981974215,-0.058900774208701615,-0.025955186254653928
0.35035035035035034,0.005025852581900559,0.050759024039679225,0.40833664354673715
0.36036036036036034,0.02980077241344717,0.022662564527616377,0.4052967092970013
0.37037037037037035,-0.05137831124880619,-0.053683773245712996,0.06260485002911924
0.38038038038038036,-0.058857165221731934,-0.02067584585711089,0.18347741823468772
0.39039039039039036,-0.04630751355270725,0.07566069351857546,-0.33074314920380654
0.40040040040040037,0.03517299986041559,-0.04783013235767929,-0.20857889588172723
0.41041041041041043,0.03551886251039583,0.08456754232801575,-0.2567484084473419
0.42042042042042044,-0.046999566987831344,-0.02693505455662161,0.16394498260688634
0.43043043043043044,-0.043925093566244584,-0.02339044313936117,0.35077584088143937
0.44044044044044045,0.011973005596095782,-0.028631688190562665,0.3243323634154606
0.45045045045045046,-0.03752953377003273,-0.036987886581225274,0.022609050380892615
0.46046046046046046,-0.01362049964439647,0.011636401428413374,-0.22134411106299198
0.47047047047047047,0.051800634962413786,0.022384012948347413,-0.20283401917885036
0.4804804804804805,-0.04946873049499853,-0.04726243876049462,-0.3212076889755104
0.4904904904904905,-0.04564761137269566,-0.06500976522319245,-0.44013846952188457
0.5005005005005005,-0.05246141150491329,0.008539817243385938,0.04129542039177287
0.5105105105105106,-0.05861545067024054,0.043144458561414675,0.23297650999626449
0.5205205205205206,0.002563849219869922,-0.013302504710243801,0.3815511195087875
0.5305305305305306,-0.07466275999697453,-0.041269207219313805,0.39215605845526463
0.5405405405405406,-0.0009371293026733803,0.04359165388308883,0.0676540319370936
0.5505505505505506,-0.01552436427846015,0.03565112851096005,-0.297681375491396
0.5605605605605606,0.001058709540734033,-0.03329157572285854,-0.30523376856626255
0.5705705705705706,0.04014111726509176,-0.009921908628971073,-0.41157129100332246
0.5805805805805806,0.05403897245087452,-0.05410521755141841,-0.16704314785333452
0.5905905905905906,0.04641905031011107,0.07111523584505296,0.15155622059526885
0.6006006006006006,-0.017746198418905852,0.023386151869392597,0.5207657012388025
0.6106106106106106,0.023298120238064577,0.04191524385392566,0.3774959854477584
0.6206206206206206,-0.015612168045964237,-0.04096044475473559,0.03709857306531261
0.6306306306306306,0.0025159658417790833,0.0347834232123734,-0.13437445085687252
0.6406406406406406,-0.10087811212253646,-0.022647246501083712,-0.33126663917284094
0.6506506506506506,-0.14096385816991078,0.01460068505489428,-0.4721918013344633
0.6606606606606606,0.009922157508038914,0.0010242792428009565,-0.08076885920690972
0.6706706706706707,0.06001042347817057,0.003516246922781593,0.14479856949340308
0.6806806806806807,0.033512239446531665,0.018710842720974837,0.3007147133109793
0.6906906906906907,0.03409701337482084,0.0071645784743567115,0.42554097230826
0.7007007007007007,-0.10940901745056929,-0.01393462702730561,0.4470255995748639
0.7107107107107107,-0.018137888925002742,-0.011328874180367824,-0.14581639576320715
0.7207207207207207,-0.05318200115806218,0.0734268993118045,-0.541900616215941
0.7307307307307307,-0.023300513958640457,-0.0517438946398601,-0.434764706042746
0.7407407407407407,-0.03804454752204495,0.015836497807679727,-0.4513426898946941
0.7507507507507507,-0.0659188304627224,0.12551161423041296,-0.05225349961868119
0.7607607607607607,0.023466758323631348,-0.04128959639381192,0.2716948519473405
0.7707707707707707,-0.002866787076733553,-0.019660526294105193,0.4090247120006393
0.7807807807807807,0.03494375225031132,0.010654051078389315,0.1437173292673112
0.7907907907907907,0.03804694754403916,-0.022464964887944236,-0.13172752172518198
0.8008008008008007,-0.09398899828536056,0.03954716161827129,-0.24072377860364186
0.8108108108108109,-0.017056533472051702,0.1235919938872724,-0.333767850145535
0.8208208208208209,0.01812111295486336,0.02677002236347171,-0.3595983521941642
0.8308308308308309,-0.03140953252739542,0.00022873548291735756,0.010333133760332222
0.8408408408408409,-0.053831811009508845,-0.02496507233100212,0.33092070580856525
0.8508508508508509,-0.05427519182629829,0.088441478301797,0.33262386807155864
0.8608608608608609,0.009885860346753303,0.009976860815857656,0.26055848870737375
0.8708708708708709,0.02335167438763079,-0.10268285649005326,0.10916778643880572
0.8808808808808809,0.007877495837397452,-0.004023684279938243,-0.22145803879522896
0.8908908908908909,-0.05328176376148119,-0.019698629285113785,-0.37410356638845155
0.9009009009009009,0.05229599375467181,-0.002622593601257972,-0.3569011748881643
0.9109109109109109,0.016577611017194276,0.009849573681646543,-0.286365854408127
